r,l,t,m,y,RateOfActivity
REGION1,SEA2D,DEMTRABIO,1,2041,18.5192
REGION1,SEA2N,DEMTRABIO,1,2041,18.5192
REGION1,SEA3D,DEMTRABIO,1,2041,18.5192
REGION1,SEA3N,DEMTRABIO,1,2041,18.5192
REGION1,SEA4D,DEMTRABIO,1,2041,18.5192
REGION1,SEA4N,DEMTRABIO,1,2041,18.5192
REGION1,SEA1D,DEMTRABIO,1,2042,18.2838
REGION1,SEA1N,DEMTRABIO,1,2042,18.2838
REGION1,SEA2D,DEMTRABIO,1,2042,18.2838
REGION1,SEA2N,DEMTRABIO,1,2042,18.2838
REGION1,SEA3D,DEMTRABIO,1,2042,18.2838
REGION1,SEA3N,DEMTRABIO,1,2042,18.2838
REGION1,SEA4D,DEMTRABIO,1,2042,18.2838
REGION1,SEA4N,DEMTRABIO,1,2042,18.2838
REGION1,SEA1D,DEMTRABIO,1,2043,18.0475
REGION1,SEA1N,DEMTRABIO,1,2043,18.0475
REGION1,SEA2D,DEMTRABIO,1,2043,18.0475
REGION1,SEA2N,DEMTRABIO,1,2043,18.0475
REGION1,SEA3D,DEMTRABIO,1,2043,18.0475
REGION1,SEA3N,DEMTRABIO,1,2043,18.0475
REGION1,SEA4D,DEMTRABIO,1,2043,18.0475
REGION1,SEA4N,DEMTRABIO,1,2043,18.0475
REGION1,SEA1D,DEMTRABIO,1,2044,17.8121
REGION1,SEA1N,DEMTRABIO,1,2044,17.8121
REGION1,SEA2D,DEMTRABIO,1,2044,17.8121
REGION1,SEA2N,DEMTRABIO,1,2044,17.8121
REGION1,SEA3D,DEMTRABIO,1,2044,17.8121
REGION1,SEA3N,DEMTRABIO,1,2044,17.8121
REGION1,SEA4D,DEMTRABIO,1,2044,17.8121
REGION1,SEA4N,DEMTRABIO,1,2044,17.8121
REGION1,SEA1D,DEMTRABIO,1,2045,17.5758
REGION1,SEA1N,DEMTRABIO,1,2045,17.5758
REGION1,SEA2D,DEMTRABIO,1,2045,17.5758
REGION1,SEA2N,DEMTRABIO,1,2045,17.5758
REGION1,SEA3D,DEMTRABIO,1,2045,17.5758
REGION1,SEA3N,DEMTRABIO,1,2045,17.5758
REGION1,SEA4D,DEMTRABIO,1,2045,17.5758
REGION1,SEA4N,DEMTRABIO,1,2045,17.5758
REGION1,SEA1D,DEMTRABIO,1,2046,17.3404
REGION1,SEA1N,DEMTRABIO,1,2046,17.3404
REGION1,SEA2D,DEMTRABIO,1,2046,17.3404
REGION1,SEA2N,DEMTRABIO,1,2046,17.3404
REGION1,SEA3D,DEMTRABIO,1,2046,17.3404
REGION1,SEA3N,DEMTRABIO,1,2046,17.3404
REGION1,SEA4D,DEMTRABIO,1,2046,17.3404
REGION1,SEA4N,DEMTRABIO,1,2046,17.3404
REGION1,SEA1D,DEMTRABIO,1,2047,17.1051
REGION1,SEA1N,DEMTRABIO,1,2047,17.1051
REGION1,SEA2D,DEMTRABIO,1,2047,17.1051
REGION1,SEA2N,DEMTRABIO,1,2047,17.1051
REGION1,SEA3D,DEMTRABIO,1,2047,17.1051
REGION1,SEA3N,DEMTRABIO,1,2047,17.1051
REGION1,SEA4D,DEMTRABIO,1,2047,17.1051
REGION1,SEA4N,DEMTRABIO,1,2047,17.1051
REGION1,SEA1D,DEMTRABIO,1,2048,16.8687
REGION1,SEA1N,DEMTRABIO,1,2048,16.8687
REGION1,SEA2D,DEMTRABIO,1,2048,16.8687
REGION1,SEA2N,DEMTRABIO,1,2048,16.8687
REGION1,SEA3D,DEMTRABIO,1,2048,16.8687
REGION1,SEA3N,DEMTRABIO,1,2048,16.8687
REGION1,SEA4D,DEMTRABIO,1,2048,16.8687
REGION1,SEA4N,DEMTRABIO,1,2048,16.8687
REGION1,SEA1D,DEMTRABIO,1,2049,16.6333
REGION1,SEA1N,DEMTRABIO,1,2049,16.6333
REGION1,SEA2D,DEMTRABIO,1,2049,16.6333
REGION1,SEA2N,DEMTRABIO,1,2049,16.6333
REGION1,SEA3D,DEMTRABIO,1,2049,16.6333
REGION1,SEA3N,DEMTRABIO,1,2049,16.6333
REGION1,SEA4D,DEMTRABIO,1,2049,16.6333
REGION1,SEA4N,DEMTRABIO,1,2049,16.6333
REGION1,SEA1D,DEMTRABIO,1,2050,16.397
REGION1,SEA1N,DEMTRABIO,1,2050,16.397
REGION1,SEA2D,DEMTRABIO,1,2050,16.397
REGION1,SEA2N,DEMTRABIO,1,2050,16.397
REGION1,SEA3D,DEMTRABIO,1,2050,16.397
REGION1,SEA3N,DEMTRABIO,1,2050,16.397
REGION1,SEA4D,DEMTRABIO,1,2050,16.397
REGION1,SEA4N,DEMTRABIO,1,2050,16.397
REGION1,SEA1D,DEMTRADSL,1,2020,99.8081
REGION1,SEA1N,DEMTRADSL,1,2020,99.8081
REGION1,SEA2D,DEMTRADSL,1,2020,99.8081
REGION1,SEA2N,DEMTRADSL,1,2020,99.8081
REGION1,SEA3D,DEMTRADSL,1,2020,99.8081
REGION1,SEA3N,DEMTRADSL,1,2020,99.8081
REGION1,SEA4D,DEMTRADSL,1,2020,99.8081
REGION1,SEA4N,DEMTRADSL,1,2020,99.8081
REGION1,SEA1D,DEMTRADSL,1,2021,98.5657
REGION1,SEA1N,DEMTRADSL,1,2021,98.5657
REGION1,SEA2D,DEMTRADSL,1,2021,98.5657
REGION1,SEA2N,DEMTRADSL,1,2021,98.5657
REGION1,SEA3D,DEMTRADSL,1,2021,98.5657
REGION1,SEA3N,DEMTRADSL,1,2021,98.5657
REGION1,SEA4D,DEMTRADSL,1,2021,98.5657
REGION1,SEA4N,DEMTRADSL,1,2021,98.5657
REGION1,SEA1D,DEMTRADSL,1,2022,97.0303
REGION1,SEA1N,DEMTRADSL,1,2022,97.0303
REGION1,SEA2D,DEMTRADSL,1,2022,97.0303
REGION1,SEA2N,DEMTRADSL,1,2022,97.0303
REGION1,SEA3D,DEMTRADSL,1,2022,97.0303
REGION1,SEA3N,DEMTRADSL,1,2022,97.0303
REGION1,SEA4D,DEMTRADSL,1,2022,97.0303
REGION1,SEA4N,DEMTRADSL,1,2022,97.0303
REGION1,SEA1D,DEMTRADSL,1,2023,95.7475
REGION1,SEA1N,DEMTRADSL,1,2023,95.7475
REGION1,SEA2D,DEMTRADSL,1,2023,95.7475
REGION1,SEA2N,DEMTRADSL,1,2023,95.7475
REGION1,SEA3D,DEMTRADSL,1,2023,95.7475
REGION1,SEA3N,DEMTRADSL,1,2023,95.7475
REGION1,SEA4D,DEMTRADSL,1,2023,95.7475
REGION1,SEA4N,DEMTRADSL,1,2023,95.7475
REGION1,SEA1D,DEMTRADSL,1,2024,94.798
REGION1,SEA1N,DEMTRADSL,1,2024,94.798
REGION1,SEA2D,DEMTRADSL,1,2024,94.798
REGION1,SEA2N,DEMTRADSL,1,2024,94.798
REGION1,SEA3D,DEMTRADSL,1,2024,94.798
REGION1,SEA3N,DEMTRADSL,1,2024,94.798
REGION1,SEA4D,DEMTRADSL,1,2024,94.798
REGION1,SEA4N,DEMTRADSL,1,2024,94.798
REGION1,SEA1D,DEMTRADSL,1,2025,94.3535
REGION1,SEA1N,DEMTRADSL,1,2025,94.3535
REGION1,SEA2D,DEMTRADSL,1,2025,94.3535
REGION1,SEA2N,DEMTRADSL,1,2025,94.3535
REGION1,SEA3D,DEMTRADSL,1,2025,94.3535
REGION1,SEA3N,DEMTRADSL,1,2025,94.3535
REGION1,SEA4D,DEMTRADSL,1,2025,94.3535
REGION1,SEA4N,DEMTRADSL,1,2025,94.3535
REGION1,SEA1D,DEMTRADSL,1,2026,94.1313
REGION1,SEA1N,DEMTRADSL,1,2026,94.1313
REGION1,SEA2D,DEMTRADSL,1,2026,94.1313
REGION1,SEA2N,DEMTRADSL,1,2026,94.1313
REGION1,SEA3D,DEMTRADSL,1,2026,94.1313
REGION1,SEA3N,DEMTRADSL,1,2026,94.1313
REGION1,SEA4D,DEMTRADSL,1,2026,94.1313
REGION1,SEA4N,DEMTRADSL,1,2026,94.1313
REGION1,SEA1D,DEMTRADSL,1,2027,94.0101
REGION1,SEA1N,DEMTRADSL,1,2027,94.0101
REGION1,SEA2D,DEMTRADSL,1,2027,94.0101
REGION1,SEA2N,DEMTRADSL,1,2027,94.0101
REGION1,SEA3D,DEMTRADSL,1,2027,94.0101
REGION1,SEA3N,DEMTRADSL,1,2027,94.0101
REGION1,SEA4D,DEMTRADSL,1,2027,94.0101
REGION1,SEA4N,DEMTRADSL,1,2027,94.0101
REGION1,SEA1D,DEMTRADSL,1,2028,93.3838
REGION1,SEA1N,DEMTRADSL,1,2028,93.3838
REGION1,SEA2D,DEMTRADSL,1,2028,93.3838
REGION1,SEA2N,DEMTRADSL,1,2028,93.3838
REGION1,SEA3D,DEMTRADSL,1,2028,93.3838
REGION1,SEA3N,DEMTRADSL,1,2028,93.3838
REGION1,SEA4D,DEMTRADSL,1,2028,93.3838
REGION1,SEA4N,DEMTRADSL,1,2028,93.3838
REGION1,SEA1D,DEMTRADSL,1,2029,92.8182
REGION1,SEA1N,DEMTRADSL,1,2029,92.8182
REGION1,SEA2D,DEMTRADSL,1,2029,92.8182
REGION1,SEA2N,DEMTRADSL,1,2029,92.8182
REGION1,SEA3D,DEMTRADSL,1,2029,92.8182
REGION1,SEA3N,DEMTRADSL,1,2029,92.8182
REGION1,SEA4D,DEMTRADSL,1,2029,92.8182
REGION1,SEA4N,DEMTRADSL,1,2029,92.8182
REGION1,SEA1D,DEMTRADSL,1,2030,92.3939
REGION1,SEA1N,DEMTRADSL,1,2030,92.3939
REGION1,SEA2D,DEMTRADSL,1,2030,92.3939
REGION1,SEA2N,DEMTRADSL,1,2030,92.3939
REGION1,SEA3D,DEMTRADSL,1,2030,92.3939
REGION1,SEA3N,DEMTRADSL,1,2030,92.3939
REGION1,SEA4D,DEMTRADSL,1,2030,92.3939
REGION1,SEA4N,DEMTRADSL,1,2030,92.3939
REGION1,SEA1D,DEMTRADSL,1,2031,91.9192
REGION1,SEA1N,DEMTRADSL,1,2031,91.9192
REGION1,SEA2D,DEMTRADSL,1,2031,91.9192
REGION1,SEA2N,DEMTRADSL,1,2031,91.9192
REGION1,SEA3D,DEMTRADSL,1,2031,91.9192
REGION1,SEA3N,DEMTRADSL,1,2031,91.9192
REGION1,SEA4D,DEMTRADSL,1,2031,91.9192
REGION1,SEA4N,DEMTRADSL,1,2031,91.9192
REGION1,SEA1D,DEMTRADSL,1,2032,91.101
REGION1,SEA1N,DEMTRADSL,1,2032,91.101
REGION1,SEA2D,DEMTRADSL,1,2032,91.101
REGION1,SEA2N,DEMTRADSL,1,2032,91.101
REGION1,SEA3D,DEMTRADSL,1,2032,91.101
REGION1,SEA3N,DEMTRADSL,1,2032,91.101
REGION1,SEA4D,DEMTRADSL,1,2032,91.101
REGION1,SEA4N,DEMTRADSL,1,2032,91.101
REGION1,SEA1D,DEMTRADSL,1,2033,90.5253
REGION1,SEA1N,DEMTRADSL,1,2033,90.5253
REGION1,SEA2D,DEMTRADSL,1,2033,90.5253
REGION1,SEA2N,DEMTRADSL,1,2033,90.5253
REGION1,SEA3D,DEMTRADSL,1,2033,90.5253
REGION1,SEA3N,DEMTRADSL,1,2033,90.5253
REGION1,SEA4D,DEMTRADSL,1,2033,90.5253
REGION1,SEA4N,DEMTRADSL,1,2033,90.5253
REGION1,SEA1D,DEMTRADSL,1,2034,89.8586
REGION1,SEA1N,DEMTRADSL,1,2034,89.8586
REGION1,SEA2D,DEMTRADSL,1,2034,89.8586
REGION1,SEA2N,DEMTRADSL,1,2034,89.8586
REGION1,SEA3D,DEMTRADSL,1,2034,89.8586
REGION1,SEA3N,DEMTRADSL,1,2034,89.8586
REGION1,SEA4D,DEMTRADSL,1,2034,89.8586
REGION1,SEA4N,DEMTRADSL,1,2034,89.8586
REGION1,SEA1D,DEMTRADSL,1,2035,89.1818
REGION1,SEA1N,DEMTRADSL,1,2035,89.1818
REGION1,SEA2D,DEMTRADSL,1,2035,89.1818
REGION1,SEA2N,DEMTRADSL,1,2035,89.1818
REGION1,SEA3D,DEMTRADSL,1,2035,89.1818
REGION1,SEA3N,DEMTRADSL,1,2035,89.1818
REGION1,SEA4D,DEMTRADSL,1,2035,89.1818
REGION1,SEA4N,DEMTRADSL,1,2035,89.1818
REGION1,SEA1D,DEMTRADSL,1,2036,87.9394
REGION1,SEA1N,DEMTRADSL,1,2036,87.9394
REGION1,SEA2D,DEMTRADSL,1,2036,87.9394
REGION1,SEA2N,DEMTRADSL,1,2036,87.9394
REGION1,SEA3D,DEMTRADSL,1,2036,87.9394
REGION1,SEA3N,DEMTRADSL,1,2036,87.9394
REGION1,SEA4D,DEMTRADSL,1,2036,87.9394
REGION1,SEA4N,DEMTRADSL,1,2036,87.9394
REGION1,SEA1D,DEMTRADSL,1,2037,87.3131
REGION1,SEA1N,DEMTRADSL,1,2037,87.3131
REGION1,SEA2D,DEMTRADSL,1,2037,87.3131
REGION1,SEA2N,DEMTRADSL,1,2037,87.3131
REGION1,SEA3D,DEMTRADSL,1,2037,87.3131
REGION1,SEA3N,DEMTRADSL,1,2037,87.3131
REGION1,SEA4D,DEMTRADSL,1,2037,87.3131
REGION1,SEA4N,DEMTRADSL,1,2037,87.3131
REGION1,SEA1D,DEMTRADSL,1,2038,86.7273
REGION1,SEA1N,DEMTRADSL,1,2038,86.7273
REGION1,SEA2D,DEMTRADSL,1,2038,86.7273
REGION1,SEA2N,DEMTRADSL,1,2038,86.7273
REGION1,SEA3D,DEMTRADSL,1,2038,86.7273
REGION1,SEA3N,DEMTRADSL,1,2038,86.7273
REGION1,SEA4D,DEMTRADSL,1,2038,86.7273
REGION1,SEA4N,DEMTRADSL,1,2038,86.7273
REGION1,SEA1D,DEMTRADSL,1,2039,86.1818
REGION1,SEA1N,DEMTRADSL,1,2039,86.1818
REGION1,SEA2D,DEMTRADSL,1,2039,86.1818
REGION1,SEA2N,DEMTRADSL,1,2039,86.1818
REGION1,SEA3D,DEMTRADSL,1,2039,86.1818
REGION1,SEA3N,DEMTRADSL,1,2039,86.1818
REGION1,SEA4D,DEMTRADSL,1,2039,86.1818
REGION1,SEA4N,DEMTRADSL,1,2039,86.1818
REGION1,SEA1D,DEMTRADSL,1,2040,85.7172
REGION1,SEA1N,DEMTRADSL,1,2040,85.7172
REGION1,SEA2D,DEMTRADSL,1,2040,85.7172
REGION1,SEA2N,DEMTRADSL,1,2040,85.7172
REGION1,SEA3D,DEMTRADSL,1,2040,85.7172
REGION1,SEA3N,DEMTRADSL,1,2040,85.7172
REGION1,SEA4D,DEMTRADSL,1,2040,85.7172
REGION1,SEA4N,DEMTRADSL,1,2040,85.7172
REGION1,SEA1D,DEMTRADSL,1,2041,85.0343
REGION1,SEA1N,DEMTRADSL,1,2041,85.0343
REGION1,SEA2D,DEMTRADSL,1,2041,85.0343
REGION1,SEA2N,DEMTRADSL,1,2041,85.0343
REGION1,SEA3D,DEMTRADSL,1,2041,85.0343
REGION1,SEA3N,DEMTRADSL,1,2041,85.0343
REGION1,SEA4D,DEMTRADSL,1,2041,85.0343
REGION1,SEA4N,DEMTRADSL,1,2041,85.0343
REGION1,SEA1D,DEMTRADSL,1,2042,84.3879
REGION1,SEA1N,DEMTRADSL,1,2042,84.3879
REGION1,SEA2D,DEMTRADSL,1,2042,84.3879
REGION1,SEA2N,DEMTRADSL,1,2042,84.3879
REGION1,SEA3D,DEMTRADSL,1,2042,84.3879
REGION1,SEA3N,DEMTRADSL,1,2042,84.3879
REGION1,SEA4D,DEMTRADSL,1,2042,84.3879
REGION1,SEA4N,DEMTRADSL,1,2042,84.3879
REGION1,SEA1D,DEMTRADSL,1,2043,83.7404
REGION1,SEA1N,DEMTRADSL,1,2043,83.7404
REGION1,SEA2D,DEMTRADSL,1,2043,83.7404
REGION1,SEA2N,DEMTRADSL,1,2043,83.7404
REGION1,SEA3D,DEMTRADSL,1,2043,83.7404
REGION1,SEA3N,DEMTRADSL,1,2043,83.7404
REGION1,SEA4D,DEMTRADSL,1,2043,83.7404
REGION1,SEA4N,DEMTRADSL,1,2043,83.7404
REGION1,SEA1D,DEMTRADSL,1,2044,83.0929
REGION1,SEA1N,DEMTRADSL,1,2044,83.0929
REGION1,SEA2D,DEMTRADSL,1,2044,83.0929
REGION1,SEA2N,DEMTRADSL,1,2044,83.0929
REGION1,SEA3D,DEMTRADSL,1,2044,83.0929
REGION1,SEA3N,DEMTRADSL,1,2044,83.0929
REGION1,SEA4D,DEMTRADSL,1,2044,83.0929
REGION1,SEA4N,DEMTRADSL,1,2044,83.0929
REGION1,SEA1D,DEMTRADSL,1,2045,82.4455
REGION1,SEA1N,DEMTRADSL,1,2045,82.4455
REGION1,SEA2D,DEMTRADSL,1,2045,82.4455
REGION1,SEA2N,DEMTRADSL,1,2045,82.4455
REGION1,SEA3D,DEMTRADSL,1,2045,82.4455
REGION1,SEA3N,DEMTRADSL,1,2045,82.4455
REGION1,SEA4D,DEMTRADSL,1,2045,82.4455
REGION1,SEA4N,DEMTRADSL,1,2045,82.4455
REGION1,SEA1D,DEMTRADSL,1,2046,81.798
REGION1,SEA1N,DEMTRADSL,1,2046,81.798
REGION1,SEA2D,DEMTRADSL,1,2046,81.798
REGION1,SEA2N,DEMTRADSL,1,2046,81.798
REGION1,SEA3D,DEMTRADSL,1,2046,81.798
REGION1,SEA3N,DEMTRADSL,1,2046,81.798
REGION1,SEA4D,DEMTRADSL,1,2046,81.798
REGION1,SEA4N,DEMTRADSL,1,2046,81.798
REGION1,SEA1D,DEMTRADSL,1,2047,81.1505
REGION1,SEA1N,DEMTRADSL,1,2047,81.1505
REGION1,SEA2D,DEMTRADSL,1,2047,81.1505
REGION1,SEA2N,DEMTRADSL,1,2047,81.1505
REGION1,SEA3D,DEMTRADSL,1,2047,81.1505
REGION1,SEA3N,DEMTRADSL,1,2047,81.1505
REGION1,SEA4D,DEMTRADSL,1,2047,81.1505
REGION1,SEA4N,DEMTRADSL,1,2047,81.1505
REGION1,SEA1D,DEMTRADSL,1,2048,80.503
REGION1,SEA1N,DEMTRADSL,1,2048,80.503
REGION1,SEA2D,DEMTRADSL,1,2048,80.503
REGION1,SEA2N,DEMTRADSL,1,2048,80.503
REGION1,SEA3D,DEMTRADSL,1,2048,80.503
REGION1,SEA3N,DEMTRADSL,1,2048,80.503
REGION1,SEA4D,DEMTRADSL,1,2048,80.503
REGION1,SEA4N,DEMTRADSL,1,2048,80.503
REGION1,SEA1D,DEMTRADSL,1,2049,79.8566
REGION1,SEA1N,DEMTRADSL,1,2049,79.8566
REGION1,SEA2D,DEMTRADSL,1,2049,79.8566
REGION1,SEA2N,DEMTRADSL,1,2049,79.8566
REGION1,SEA3D,DEMTRADSL,1,2049,79.8566
REGION1,SEA3N,DEMTRADSL,1,2049,79.8566
REGION1,SEA4D,DEMTRADSL,1,2049,79.8566
REGION1,SEA4N,DEMTRADSL,1,2049,79.8566
REGION1,SEA1D,DEMTRADSL,1,2050,79.2091
REGION1,SEA1N,DEMTRADSL,1,2050,79.2091
REGION1,SEA2D,DEMTRADSL,1,2050,79.2091
REGION1,SEA2N,DEMTRADSL,1,2050,79.2091
REGION1,SEA3D,DEMTRADSL,1,2050,79.2091
REGION1,SEA3N,DEMTRADSL,1,2050,79.2091
REGION1,SEA4D,DEMTRADSL,1,2050,79.2091
REGION1,SEA4N,DEMTRADSL,1,2050,79.2091
REGION1,SEA1D,DEMTRAELCB02,1,2020,1.24
REGION1,SEA1N,DEMTRAELCB02,1,2020,0.9018
REGION1,SEA2D,DEMTRAELCB02,1,2020,1.24
REGION1,SEA2N,DEMTRAELCB02,1,2020,0.9644
REGION1,SEA3D,DEMTRAELCB02,1,2020,1.488
REGION1,SEA3N,DEMTRAELCB02,1,2020,1.1514
REGION1,SEA4D,DEMTRAELCB02,1,2020,1.7911
REGION1,SEA4N,DEMTRAELCB02,1,2020,1.3227
REGION1,SEA1D,DEMTRAELCB02,1,2021,1.62
REGION1,SEA1N,DEMTRAELCB02,1,2021,1.1782
REGION1,SEA2D,DEMTRAELCB02,1,2021,1.62
REGION1,SEA2N,DEMTRAELCB02,1,2021,1.26
REGION1,SEA3D,DEMTRAELCB02,1,2021,1.944
REGION1,SEA3N,DEMTRAELCB02,1,2021,1.5043
REGION1,SEA4D,DEMTRAELCB02,1,2021,2.34
REGION1,SEA4N,DEMTRAELCB02,1,2021,1.728
REGION1,SEA1D,DEMTRAELCB02,1,2022,2.08
REGION1,SEA1N,DEMTRAELCB02,1,2022,1.5127
REGION1,SEA2D,DEMTRAELCB02,1,2022,2.08
REGION1,SEA2N,DEMTRAELCB02,1,2022,1.6178
REGION1,SEA3D,DEMTRAELCB02,1,2022,2.496
REGION1,SEA3N,DEMTRAELCB02,1,2022,1.9314
REGION1,SEA4D,DEMTRAELCB02,1,2022,3.0044
REGION1,SEA4N,DEMTRAELCB02,1,2022,2.2187
REGION1,SEA1D,DEMTRAELCB02,1,2023,2.64
REGION1,SEA1N,DEMTRAELCB02,1,2023,1.92
REGION1,SEA2D,DEMTRAELCB02,1,2023,2.64
REGION1,SEA2N,DEMTRAELCB02,1,2023,2.0533
REGION1,SEA3D,DEMTRAELCB02,1,2023,3.168
REGION1,SEA3N,DEMTRAELCB02,1,2023,2.4514
REGION1,SEA4D,DEMTRAELCB02,1,2023,3.8133
REGION1,SEA4N,DEMTRAELCB02,1,2023,2.816
REGION1,SEA1D,DEMTRAELCB02,1,2024,3.26
REGION1,SEA1N,DEMTRAELCB02,1,2024,2.3709
REGION1,SEA2D,DEMTRAELCB02,1,2024,3.26
REGION1,SEA2N,DEMTRAELCB02,1,2024,2.5356
REGION1,SEA3D,DEMTRAELCB02,1,2024,3.912
REGION1,SEA3N,DEMTRAELCB02,1,2024,3.0271
REGION1,SEA4D,DEMTRAELCB02,1,2024,4.7089
REGION1,SEA4N,DEMTRAELCB02,1,2024,3.4773
REGION1,SEA1D,DEMTRAELCB02,1,2025,4.06
REGION1,SEA1N,DEMTRAELCB02,1,2025,2.9527
REGION1,SEA2D,DEMTRAELCB02,1,2025,4.06
REGION1,SEA2N,DEMTRAELCB02,1,2025,3.1578
REGION1,SEA3D,DEMTRAELCB02,1,2025,4.872
REGION1,SEA3N,DEMTRAELCB02,1,2025,3.77
REGION1,SEA4D,DEMTRAELCB02,1,2025,5.8644
REGION1,SEA4N,DEMTRAELCB02,1,2025,4.3307
REGION1,SEA1D,DEMTRAELCB02,1,2026,4.87
REGION1,SEA1N,DEMTRAELCB02,1,2026,3.5418
REGION1,SEA2D,DEMTRAELCB02,1,2026,4.87
REGION1,SEA2N,DEMTRAELCB02,1,2026,3.7878
REGION1,SEA3D,DEMTRAELCB02,1,2026,5.844
REGION1,SEA3N,DEMTRAELCB02,1,2026,4.5221
REGION1,SEA4D,DEMTRAELCB02,1,2026,7.0344
REGION1,SEA4N,DEMTRAELCB02,1,2026,5.1947
REGION1,SEA1D,DEMTRAELCB02,1,2027,5.73
REGION1,SEA1N,DEMTRAELCB02,1,2027,4.1673
REGION1,SEA2D,DEMTRAELCB02,1,2027,5.73
REGION1,SEA2N,DEMTRAELCB02,1,2027,4.4567
REGION1,SEA3D,DEMTRAELCB02,1,2027,6.876
REGION1,SEA3N,DEMTRAELCB02,1,2027,5.3207
REGION1,SEA4D,DEMTRAELCB02,1,2027,8.2767
REGION1,SEA4N,DEMTRAELCB02,1,2027,6.112
REGION1,SEA1D,DEMTRAELCB02,1,2028,6.61
REGION1,SEA1N,DEMTRAELCB02,1,2028,4.8073
REGION1,SEA2D,DEMTRAELCB02,1,2028,6.61
REGION1,SEA2N,DEMTRAELCB02,1,2028,5.1411
REGION1,SEA3D,DEMTRAELCB02,1,2028,7.932
REGION1,SEA3N,DEMTRAELCB02,1,2028,6.1379
REGION1,SEA4D,DEMTRAELCB02,1,2028,9.5478
REGION1,SEA4N,DEMTRAELCB02,1,2028,7.0507
REGION1,SEA1D,DEMTRAELCB02,1,2029,7.59
REGION1,SEA1N,DEMTRAELCB02,1,2029,5.52
REGION1,SEA2D,DEMTRAELCB02,1,2029,7.59
REGION1,SEA2N,DEMTRAELCB02,1,2029,5.9033
REGION1,SEA3D,DEMTRAELCB02,1,2029,9.108
REGION1,SEA3N,DEMTRAELCB02,1,2029,7.0479
REGION1,SEA4D,DEMTRAELCB02,1,2029,10.9633
REGION1,SEA4N,DEMTRAELCB02,1,2029,8.096
REGION1,SEA1D,DEMTRAELCB02,1,2030,8.69
REGION1,SEA1N,DEMTRAELCB02,1,2030,6.32
REGION1,SEA2D,DEMTRAELCB02,1,2030,8.69
REGION1,SEA2N,DEMTRAELCB02,1,2030,6.7589
REGION1,SEA3D,DEMTRAELCB02,1,2030,10.428
REGION1,SEA3N,DEMTRAELCB02,1,2030,8.0693
REGION1,SEA4D,DEMTRAELCB02,1,2030,12.5522
REGION1,SEA4N,DEMTRAELCB02,1,2030,9.2693
REGION1,SEA1D,DEMTRAELCB02,1,2031,9.9
REGION1,SEA1N,DEMTRAELCB02,1,2031,7.2
REGION1,SEA2D,DEMTRAELCB02,1,2031,9.9
REGION1,SEA2N,DEMTRAELCB02,1,2031,7.7
REGION1,SEA3D,DEMTRAELCB02,1,2031,11.88
REGION1,SEA3N,DEMTRAELCB02,1,2031,9.1929
REGION1,SEA4D,DEMTRAELCB02,1,2031,14.3
REGION1,SEA4N,DEMTRAELCB02,1,2031,10.56
REGION1,SEA1D,DEMTRAELCB02,1,2032,11.25
REGION1,SEA1N,DEMTRAELCB02,1,2032,8.1818
REGION1,SEA2D,DEMTRAELCB02,1,2032,11.25
REGION1,SEA2N,DEMTRAELCB02,1,2032,8.75
REGION1,SEA3D,DEMTRAELCB02,1,2032,13.5
REGION1,SEA3N,DEMTRAELCB02,1,2032,10.4464
REGION1,SEA4D,DEMTRAELCB02,1,2032,16.25
REGION1,SEA4N,DEMTRAELCB02,1,2032,12.0
REGION1,SEA1D,DEMTRAELCB02,1,2033,12.81
REGION1,SEA1N,DEMTRAELCB02,1,2033,9.3164
REGION1,SEA2D,DEMTRAELCB02,1,2033,12.81
REGION1,SEA2N,DEMTRAELCB02,1,2033,9.9633
REGION1,SEA3D,DEMTRAELCB02,1,2033,15.372
REGION1,SEA3N,DEMTRAELCB02,1,2033,11.895
REGION1,SEA4D,DEMTRAELCB02,1,2033,18.5033
REGION1,SEA4N,DEMTRAELCB02,1,2033,13.664
REGION1,SEA1D,DEMTRAELCB02,1,2034,14.36
REGION1,SEA1N,DEMTRAELCB02,1,2034,10.4436
REGION1,SEA2D,DEMTRAELCB02,1,2034,14.36
REGION1,SEA2N,DEMTRAELCB02,1,2034,11.1689
REGION1,SEA3D,DEMTRAELCB02,1,2034,17.232
REGION1,SEA3N,DEMTRAELCB02,1,2034,13.3343
REGION1,SEA4D,DEMTRAELCB02,1,2034,20.7422
REGION1,SEA4N,DEMTRAELCB02,1,2034,15.3173
REGION1,SEA1D,DEMTRAELCB02,1,2035,16.04
REGION1,SEA1N,DEMTRAELCB02,1,2035,11.6655
REGION1,SEA2D,DEMTRAELCB02,1,2035,16.04
REGION1,SEA2N,DEMTRAELCB02,1,2035,12.4756
REGION1,SEA3D,DEMTRAELCB02,1,2035,19.248
REGION1,SEA3N,DEMTRAELCB02,1,2035,14.8943
REGION1,SEA4D,DEMTRAELCB02,1,2035,23.1689
REGION1,SEA4N,DEMTRAELCB02,1,2035,17.1093
REGION1,SEA1D,DEMTRAELCB02,1,2036,17.85
REGION1,SEA1N,DEMTRAELCB02,1,2036,12.9818
REGION1,SEA2D,DEMTRAELCB02,1,2036,17.85
REGION1,SEA2N,DEMTRAELCB02,1,2036,13.8833
REGION1,SEA3D,DEMTRAELCB02,1,2036,21.42
REGION1,SEA3N,DEMTRAELCB02,1,2036,16.575
